"","departement","commune","unit.type","location","latitude","longitude","start.date","sheep.measuring.units","sheep.susceptible","sheep.cases","sheep.deaths","sheep.destroyed","sheep.slaughtered","cattle.measuring.units","cattle.susceptible","cattle.cases","cattle.deaths","cattle.destroyed","cattle.slaughtered","goat.measuring.units","goat.susceptible","goat.cases","goat.deaths","goat.destroyed","goat.slaughtered","remark"
"428","HAUTE-MARNE","Marault","Farm","Marault",48.183333,5.1,"21/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"429","OISE","Saint-Quentin-des-Prés","Farm","Saint-Quentin-des-Prés",49.516667,1.75,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"430","YONNE","Saints","Farm","Saints",47.616667,3.266667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"431","ORNE","Neuville-sur-Touques","Farm","Neuville-sur-Touques",48.85,0.283333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"432","MAYENNE","Grez-en-Bouère","Farm","Grez-en-Bouère",47.883333,-0.516667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"433","MEURTHE-ET-MOSELLE","Crion","Farm","Crion",48.633333,6.533333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"434","MEURTHE-ET-MOSELLE","Mattexey","Farm","Mattexey",48.45,6.516667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"435","HAUTE-VIENNE","Oradour-Saint-Genest","Farm","Oradour-Saint-Genest",46.233333,1.033333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"436","HAUTE-MARNE","Serqueux","Farm","Serqueux",47.983333,5.733333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"437","ARDENNES","Givron","Farm","Givron n°2",49.65,4.283333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"438","VIENNE","Coulonges","Farm","Coulonges",46.4,1.083333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"439","ARDENNES","Vandy","Farm","Vandy",49.433333,4.716667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"440","HAUTE-VIENNE","Saint-Barbant","Farm","Saint-Barbant",46.166667,0.85,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"441","SEINE-MARITIME","La Cerlangue","Farm","La Cerlangue",49.5,0.416667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"442","ARDENNES","Givron","Farm","Givron n°1",49.65,4.283333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"443","MEURTHE-ET-MOSELLE","Clérey-sur-Brénon","Farm","Clérey-sur-Brénon",48.5,6.133333,"21/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"444","HAUTE-VIENNE","Blanzac","Farm","Blanzac",46.133333,1.116667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"445","VIENNE","NOUAILLE-MAUPERTUIS","Farm","NOUAILLE-MAUPERTUIS",46.516667,0.416667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"446","ORNE","ginai","Farm","ginai",48.766667,0.183333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"447","HAUTE-MARNE","Nogent","Farm","Nogent",48.033333,5.45,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"448","CALVADOS","formigny","Farm","formigny",49.333333,-0.9,"21/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"449","VIENNE","La Chapelle-Montreuil","Farm","La Chapelle-Montreuil",46.55,0.15,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"450","VIENNE","Saulgé","Farm","Saulgé n°4",46.383333,0.883333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"451","YONNE","Saint-Martin-sur-Ouanne","Farm","Saint-Martin-sur-Ouanne",47.833333,3.1,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"452","LOIRET","Bonny-sur-Loire","Farm","Bonny-sur-Loire",47.566667,2.833333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"453","PAS-DE-CALAIS","Attin","Farm","Attin",50.483333,1.75,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"454","AUBE","Sommeval","Farm","Sommeval",48.166667,3.966667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"455","OISE","Blicourt","Farm","Blicourt",49.55,2.05,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"456","HAUTE-VIENNE","Les Grands Chézeaux","Farm","Les Grands Chézeaux",46.35,1.4,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"457","VOSGES","Trémonzey","Farm","Trémonzey",47.966667,6.233333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"458","NORD","Wignehies","Farm","Wignehies",50.016667,4,"21/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"459","NORD","Fontaine-au-Bois","Farm","Fontaine-au-Bois",50.15,3.65,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"460","VIENNE","Le Vigeant","Farm","Le Vigeant n°2",46.233333,0.65,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"461","HAUTE-MARNE","semoutiers","Farm","semoutiers",48.116667,5.133333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"462","VIENNE","ADRIERS","Farm","ADRIERS",46.25,0.8,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"463","CALVADOS","Clinchamps-sur-Orne","Farm","Clinchamps-sur-Orne",49.083333,-0.4,"21/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"464","ORNE","Saint-Julien-sur-Sarthe","Farm","Saint-Julien-sur-Sarthe",48.483333,0.35,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"465","HAUTE-MARNE","Beurville","Farm","Beurville",48.316667,4.833333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"466","ORNE","Coulonges-sur-Sarthe","Farm","Coulonges-sur-Sarthe",48.533333,0.4,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"467","VIENNE","Saulgé","Farm","Saulgé n°2",46.383333,0.883333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"468","ARDENNES","Carignan","Farm","Carignan bis",49.633333,5.166667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"469","HAUTE-VIENNE","Saint-Bonnet-de-Bellac","Farm","Saint-Bonnet-de-Bellac",46.166667,0.95,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"470","VIENNE","charroux","Farm","charroux",46.15,0.4,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"471","ORNE","Vingt-Hanaps","Farm","Vingt-Hanaps",48.516667,0.133333,"21/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"472","NORD","Quaëdypre","Farm","Quaëdypre",50.933333,2.466667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"473","HAUTE-MARNE","Blessonville","Farm","Blessonville",48.066667,5,"21/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"474","HAUTE-MARNE","Chalindrey","Farm","Chalindrey",47.8,5.433333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"475","AISNE","Dercy","Farm","Dercy",49.7,3.683333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"476","ARDENNES","Carignan","Farm","Carignan",49.633333,5.166667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"477","MOSELLE","moussey","Farm","moussey",48.716667,6.766667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"478","HAUTE-MARNE","Romain-sur-Meuse","Farm","Romain-sur-Meuse",48.166667,5.533333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"479","HAUTE-VIENNE","Saint-Priest-Ligoure","Farm","Saint-Priest-Ligoure",45.65,1.3,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"480","ARDENNES","Thénorgues","Farm","Thénorgues",49.4,4.933333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"481","DEUX-SÈVRES","Les Forges","Farm","Les Forges",46.55,-0.033333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"482","PAS-DE-CALAIS","Morval","Farm","Morval",50.05,2.916667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"483","MEUSE","Montiers-sur-Saulx","Farm","Montiers-sur-Saulx",48.533333,5.266667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"484","VIENNE","JOURNET","Farm","JOURNET",46.466667,0.966667,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"485","HAUTE-VIENNE","Châteauponsac","Farm","Châteauponsac",46.133333,1.283333,"21/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"486","VOSGES","EPINAL","Farm","EPINAL",48.183333,6.45,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"487","MEURTHE-ET-MOSELLE","Hammeville","Farm","Hammeville",48.5,6.066667,"22/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"488","SEINE-MARITIME","Baons-le-Comte","Farm","Baons-le-Comte",49.65,0.783333,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"489","VIENNE","MOULISMES","Farm","MOULISMES",46.333333,0.816667,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"490","HAUTE-VIENNE","Saint-Bonnet-de-Bellac","Farm","Saint-Bonnet-de-Bellac n°1",46.166667,0.95,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"491","INDRE","Chaillac","Farm","Chaillac",46.433333,1.3,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"492","BAS-RHIN","Lochwiller","Farm","Lochwiller",48.7,7.416667,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"493","INDRE","Méobecq","Farm","Méobecq",46.733333,1.416667,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"494","HAUTE-MARNE","Sarcey","Farm","Sarcey",48.05,5.3,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"495","HAUTE-MARNE","Châtenay-Vaudin","Farm","Châtenay-Vaudin",47.85,5.45,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"496","PAS-DE-CALAIS","Coupelle-Vieille","Farm","Coupelle-Vieille",50.533333,2.1,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"497","HAUTE-MARNE","Châtenay-Vaudin","Farm","Châtenay-Vaudin n°1",47.85,5.45,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"498","HAUTE-VIENNE","Saint-Priest-Ligoure","Farm","Saint-Priest-Ligoure",45.65,1.3,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"499","PAS-DE-CALAIS","Mazingarbe","Farm","Mazingarbe",50.466667,2.7,"22/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"500","MANCHE","Grosville","Farm","Grosville",49.5,-1.75,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"501","VOSGES","Saint-Pierremont","Farm","Saint-Pierremont",48.433333,6.583333,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"502","INDRE","Bagneux","Farm","Bagneux",47.183333,1.75,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"503","SEINE-MARITIME","Beuzeville-la-Grenier","Farm","Beuzeville-la-Grenier",49.6,0.433333,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"504","HAUTE-MARNE","Villiers-le-Sec","Farm","Villiers-le-Sec",48.1,5.066667,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"505","BAS-RHIN","Rimsdorf","Farm","Rimsdorf",48.933333,7.133333,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"506","VIENNE","LE VIGEANT","Farm","LE VIGEANT",46.233333,0.65,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"507","SEINE-MARITIME","Heugleville-sur-Scie","Farm","Heugleville-sur-Scie",49.733333,1.1,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"508","SEINE-MARITIME","Prétot-Vicquemare","Farm","Prétot-Vicquemare",49.733333,0.85,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"509","VOSGES","Autrey","Farm","Autrey",48.3,6.683333,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"510","MANCHE","Saint-Georges-d'Elle","Farm","Saint-Georges-d'Elle",49.15,-0.966667,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"511","HAUTE-MARNE","Champigny-sous-Varennes","Farm","Champigny-sous-Varennes",47.866667,5.65,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"512","VOSGES","Autigny-la-Tour","Farm","Autigny-la-Tour",48.4,5.766667,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"513","CALVADOS","Le Reculey","Farm","Le Reculey",48.916667,-0.85,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"514","INDRE","Saint-Martin-de-Lamps","Farm","Saint-Martin-de-Lamps",46.983333,1.516667,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"515","INDRE","Thenay","Farm","Thenay",46.633333,1.433333,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"516","HAUTE-VIENNE","Saint-Ouen-sur-Gartempe","Farm","Saint-Ouen-sur-Gartempe",46.166667,1.066667,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"517","HAUTE-VIENNE","Thiat","Farm","Thiat",46.266667,0.966667,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"518","HAUTE-VIENNE","Bussière-Poitevine","Farm","Bussière-Poitevine",46.233333,0.916667,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"519","HAUTE-SAÔNE","Ormoy","Farm","Ormoy",47.883333,5.983333,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"520","SEINE-MARITIME","Bolleville","Farm","Bolleville",49.6,0.566667,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"521","SEINE-MARITIME","Saint-Clair-sur-les-Monts","Farm","Saint-Clair-sur-les-Monts",49.6,0.8,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"522","SOMME","Saint-Germain-sur-Bresle","Farm","Saint-Germain-sur-Bresle",49.833333,1.733333,"22/02/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"523","VIENNE","VERRIERES","Farm","VERRIERES",46.416667,0.6,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"524","BAS-RHIN","Schillersdorf","Farm","Schillersdorf",48.866667,7.516667,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"525","INDRE","Saint-Hilaire-sur-Bénaize","Farm","Saint-Hilaire-sur-Bénaize",46.566667,1.083333,"22/02/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"526","INDRE","Nuret-le-Ferron","Farm","Nuret-le-Ferron",46.666667,1.433333,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"527","INDRE","Ciron","Farm","Ciron",46.616667,1.25,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"528","CÔTE-D'OR","Frôlois","Farm","Frôlois",47.533333,4.633333,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"529","MANCHE","Bricquebec","Farm","Bricquebec",49.466667,-1.633333,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"530","PAS-DE-CALAIS","Audruicq","Farm","Audruicq",50.883333,2.083333,"22/02/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"531","PAS-DE-CALAIS","Saint-Denoeux","Farm","Saint-Denoeux",50.466667,1.9,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"532","HAUTE-VIENNE","Roussac","Farm","Roussac",46.083333,1.2,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"533","HAUTE-VIENNE","Saint-Bonnet-de-Bellac","Farm","Saint-Bonnet-de-Bellac n°2",46.166667,0.95,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"534","NORD","Honnechy","Farm","Honnechy",50.066667,3.45,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"535","MEURTHE-ET-MOSELLE","Mont-Bonvillers","Farm","Mont-Bonvillers",49.333333,5.85,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"536","VOSGES","Senaide","Farm","Senaide",47.966667,5.8,"22/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"537","SEINE-MARITIME","Hermanville","Farm","Hermanville",49.816667,0.983333,"23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"538","YONNE","Angely","Farm","Angely",47.566667,4.016667,"23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"539","MOSELLE","Fraquelfing","Farm","Fraquelfing",48.633333,6.983333,"23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"540","NIÈVRE","Saint-Saulge","Farm","Saint-Saulge",47.1,3.5,"23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"541","PAS-DE-CALAIS","Audincthun","Farm","Audincthun",50.583333,2.066667,"23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"542","CHARENTE","Brigueuil","Farm","Brigueuil",45.95308,0.85879,"23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"543","VIENNE","Coussay-les-Bois","Farm","Coussay-les-Bois",46.8,0.75,"23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"544","VIENNE","Thollet","Farm","Thollet",46.42108,1.12298,"23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"545","VIENNE","Nérignac","Farm","Nérignac",46.3,0.733333,"23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"546","VIENNE","L'Isle-Jourdain","Farm","L'Isle-Jourdain n°2",46.233333,0.683333,"23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"547","VIENNE","Luchapt","Farm","Luchapt",46.016667,0.783333,"23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"548","CALVADOS","Saint-Jean-le-Blanc","Farm","Saint-Jean-le-Blanc",48.933333,-0.65,"23/02/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
